transID,payCardBank,payCardName,payCardSex,payCardBirthDate,corridorID,corridorName,direction,tapInStops,tapInStopsName,tapInStopsLat,tapInStopsLon,stopStartSeq,tapInTime,tapOutStops,tapOutStopsName,tapOutStopsLat,tapOutStopsLon,stopEndSeq,tapOutTime,payAmount
WNJA365V4N56HF,emoney,Marsito Melani,F,2010,7A,Kampung Rambutan - Lebak Bulus,1,B00610P,Gelanggang TB Simatupang,-6.289097,106.77909,4,4/3/2023 6:37,B01377P,Jln. Mastrip,-6.306793,106.87756,25,4/3/2023 6:59,3500
XVWU715D9V59FV,brizzi,Galur Riyanti,F,1980,JAK.44,Andara - Stasiun Universitas Pancasila,0,,Jln. H. Terin Pangkalan Jati,-6.327961,106.80054,0,4/3/2023 6:45,B01846P,Kav Polri Blok E Jagakarsa,-6.314309,106.81633,13,4/3/2023 7:36,0
SLHT241M5V31BZ,brizzi,Bakiman Budiman,F,1981,7Q,Blok M - PGC,1,B01509P,Jln. Poncol Jaya 1,-6.239706,106.81889,25,4/3/2023 6:35,B02880P,PLN Pusat,-6.240011,106.80376,30,4/3/2023 7:03,3500
CUBV879R6E17WU,dki,"R.M. Simon Wastuti, S.T.",F,1995,JAK.20,Cawang UKI - Lubang Buaya,0,B03553P,Sbr. Gg. Pos Komodor,-6.265515,106.88332,13,4/3/2023 6:09,B05751P,TK Angkasa 8,-6.285191,106.90125,39,4/3/2023 6:40,0
SFFW927I8N52GM,brizzi,"Lurhur Prasetya, S.E.I",M,1991,1M,Meruya - Blok M,0,B03697P,Sbr. Jln. Flamboyan Srengseng,-6.201447,106.75576,11,4/3/2023 6:23,B01860P,Kebayoran Baru Velbak 2,-6.239272,106.78492,34,4/3/2023 7:02,3500
NZOZ563E7A86QX,brizzi,Darman Puspasari,F,1996,JAK.118,Taman Waduk Papanggo - Kota Tua,0,B06696P,Jln. Hidup Baru,-6.1398,106.8352,25,4/3/2023 6:36,B02213P,Mangga Dua Square,-6.135311,106.83102,28,4/3/2023 7:16,0
XTVN886V6A58RC,emoney,Pia Simanjuntak,F,1977,JAK.36,Cilangkap - Cililitan,1,B04977P,Simpang Mabes Hankam Raya Ceger,-6.306299,106.88855,13,4/3/2023 6:27,B02576P,Panti Sosial Bina Laras,-6.31946,106.89013,19,4/3/2023 7:23,0
BNNJ428H8B05IR,bni,"Teguh Wijaya, S.Pt",F,1981,5C,PGC - Juanda,0,P00253,Tegalan,-6.203101,106.85715,10,4/3/2023 6:56,P00142,Pal Putih,-6.184631,106.84402,15,4/3/2023 7:27,3500
LDMO585I7Y51LA,dki,"T. Gangsa Hutasoit, S.IP",M,1985,JAK.27,Pulo Gebang - Rorotan,1,B02835P,Pintu Air Gempol 1,-6.183327,106.95957,23,4/3/2023 6:56,B00575P,Gg. Umbang Lingkar Timur,-6.189303,106.94454,33,4/3/2023 7:53,0
CILM584S6W21DC,dki,"Dina Zulkarnain, M.M.",M,1991,B11,Summarecon Bekasi - BNN,0,B03155P,RS Mitra Keluarga 1,-6.240672,106.99317,1,4/3/2023 5:55,B00232P,Cawang Blue Bird,-6.248836,106.87801,6,4/3/2023 6:34,3500
WWNB500S1E66DW,brizzi,Tgk. Uda Gunarto,F,1996,6Q,Dukuh Atas - Casablanca via Epicentrum Raya,0,B02082P,Casablanca,-6.22425,106.84452,4,4/3/2023 6:09,B04109P,Sbr. Multivision Tower,-6.212375,106.83303,13,4/3/2023 6:38,3500
SLIM980A3X96XT,brizzi,Padmi Marpaung,F,1992,4E,Rusun Jatinegara Kaum - Pulo Gadung,0,B02319P,Masjid Jami Al Makmur Klender,-6.212322,106.90082,2,4/3/2023 6:08,B05798P,Transjakarta Pool Klender,-6.205191,106.90301,7,4/3/2023 6:48,0
XHEU123Y1Z09JV,dki,"drg. Gawati Uyainah, S.T.",M,1994,JAK.13,,1,B04949P,Simpang Kopi Bandengan Selatan,-6.135839,106.80689,6,4/3/2023 6:37,B02692P,Ps. Tomas,-6.179192,106.81306,29,4/3/2023 7:13,0
MHRF005V2N53OQ,dki,Narji Waskita,M,1985,JIS3,Harmoni - Jakarta International Stadium,1,B04789P,Simpang Danau Sunter Utara Barat,-6.139853,106.85663,11,4/3/2023 6:55,B01745P,Jembatan Item,-6.130078,106.85492,13,4/3/2023 7:43,3500
IKZD231G3P02MZ,dki,"Dr. Gamanto Winarsih, S.Ked",F,1991,JAK.84,Terminal Kampung Melayu - Kapin Raya,0,B02598P,Ps. Ciplak Cibesel,-6.236104,106.88067,10,4/3/2023 6:58,B05824P,Univ. Borobudur 1,-6.24157,106.89641,17,4/3/2023 7:44,0
AVMF680H1S53KJ,emoney,Ir. Salwa Yuniar,F,2005,2H,Rusun Jati Rawasari - Senen,1,B04344P,Sbr. SDN Johar Baru 10,-6.181178,106.86028,13,4/3/2023 6:49,B03273P,Rusun Jati Rawasari,-6.183517,106.86389,14,4/3/2023 7:39,0
HOIM404G0W62HL,dki,Umar Pradana,M,2003,JAK.08,Roxy - Benhil,1,B04088P,Sbr. Mess Polwan Esthi Bhakti Warapsari,-6.206604,106.81005,6,4/3/2023 5:46,B01925P,Kel. Kb. Kacang,-6.190837,106.81501,17,4/3/2023 6:44,0
YTOA058V9U73VN,online,"Cut Gabriella Haryanti, S.Sos",M,1974,T21,Palem Semi - Bundaran Senayan,1,B00808P,Islamic,-6.228521,106.61473,10,4/3/2023 6:37,B02557P,Palem Semi 2,-6.220361,106.61649,12,4/3/2023 7:20,20000
YEZH881F9T50DI,dki,Kariman Rajata,M,1971,8E,Bintaro - Blok M,0,B01822P,Kantor Pos Kebayoran Lama,-6.249119,106.778,19,4/3/2023 5:18,P00155,Pasar Kebayoran Lama,-6.238413,106.78323,23,4/3/2023 5:58,3500
VBTE237H7I30UK,emoney,drg. Gawati Maryadi,M,1992,JAK.23,Senen - Pisangan Baru,1,B06443P,Jln. Pramuka 1,-6.195283,106.860021,10,4/3/2023 6:53,B06129P,BPPK Jakarta,-6.189843,106.858846,16,4/3/2023 7:24,0
MCWO805A6Q66MX,dki,"Gawati Damanik, S.E.",F,2010,,,0,P00109,Matraman Baru,-6.21288,106.86115,8,4/3/2023 6:38,P00224,Slamet Riyadi,-6.208533,106.85929,9,4/3/2023 7:32,3500
JINW306B9X30QT,emoney,Fathonah Anggraini,M,2006,6M,Stasiun Manggarai - Blok M,0,P00160,Patra Kuningan,-6.232677,106.832087,8,4/3/2023 5:16,P00065,Gatot Subroto Jamsostek Arah Barat,-6.233551,106.82208,10,4/3/2023 5:41,3500
ENXD420E9G92TO,dki,"Dina Halimah, S.Psi",F,1993,JAK.07,Tanah Abang - Grogol via Tawakal,0,,Wisma Asia II,-6.189386,106.79791,19,4/3/2023 6:21,B04952P,Simpang Kota Bambu Utara I,-6.186126,106.80866,24,4/3/2023 7:09,0
AQHO766Z1B38WS,dki,Hasna Manullang,F,1977,JAK.22,,1,B02167P,Mabes Au Dinas Psikologi,-6.251267,106.88826,9,4/3/2023 6:03,B04983P,Simpang Mandala Maphalindo,-6.249189,106.89108,10,4/3/2023 6:45,0
EJEA941B6N13PQ,dki,"Dasa Hastuti, S.Psi",M,1984,JAK.115,Term. Tj. Priok - Pegangsaan II IGI,1,B01056P,Jln. Elpa Putih II,-6.110053,106.88721,42,4/3/2023 6:19,B05728P,Term. Tj. Priok 1,-6.1098,106.88118,44,4/3/2023 6:53,0
KZGL815X5W31IV,dki,Ghaliyati Prayoga,F,1987,5D,PGC 1 - Ancol,0,P00031,Cawang Otista,-6.243607,106.86876,4,4/3/2023 5:16,P00070,Gelanggang Remaja,-6.235445,106.86795,5,4/3/2023 5:41,3500
PQFD683F4V24VJ,dki,"Hj. Hesti Wijaya, S.IP",F,1994,JAK.21,Cililitan - Dwikora,1,B02443P,Midi Utama Cililitan 1,-6.264014,106.86929,28,4/3/2023 6:23,B01247P,Jln. Kelapa Gading III Cililitan Besar,-6.263858,106.86859,29,4/3/2023 7:20,0
UDDP570L6N53QS,emoney,dr. Gasti Budiyanto,M,1998,5C,PGC - Juanda,0,P00134,Matraman 1,-6.19998,106.85443,11,4/3/2023 5:22,P00122,Kwitang,-6.181051,106.83866,16,4/3/2023 5:54,3500
EUPW593V1E27UK,dki,"Cut Agnes Thamrin, S.Psi",F,1970,JAK.26,Rawamangun - Duren Sawit,1,B00527P,Gg. Padi Pelita Cipinang,-6.211832,106.8877,19,4/3/2023 5:10,B03600P,Sbr. GOR Pondok Bambu,-6.223572,106.90377,41,4/3/2023 6:04,0
NQKI710A7B46OS,dki,Jasmani Sirait,M,1975,L13E,Puri Beta - Kuningan (Express),0,P00120,Kuningan Madya,-6.21341,106.8305,10,4/3/2023 6:08,P00124,Latuharhary,-6.202761,106.82771,12,4/3/2023 7:03,3500
JUKK703H7F00XH,flazz,Mumpuni Gunarto,F,1998,10D,Kampung Rambutan - Tanjung Priok,0,P00035,Cempaka Mas,-6.165888,106.8792,7,4/3/2023 5:40,,,,,,,3500
KZNR646Q6B40PH,emoney,"Ir. Yani Sihombing, S.H.",M,1973,12P,St. LRT Pegangsaan Dua - JIS,1,B05858P,Villa Bukit Gading,-6.157028,106.89966,11,4/3/2023 6:28,B03050P,Puskesmas Kelapa Gading,-6.157489,106.90703,13,4/3/2023 6:49,3500
VQIJ499K5A71UK,emoney,"Dt. Murti Salahudin, S.T.",F,2008,JAK.64,Lenteng Agung - Aseli,1,B04342P,Sbr. SDN Jagakarsa 05,-6.337,106.81848,21,4/3/2023 5:18,B05326P,SMKN 63,-6.351697,106.79855,35,4/3/2023 6:17,0
XAYZ349R8U03QO,bni,R. Yani Ardianto,F,1984,9N,Pinang Ranti - Pramuka,0,P00064,Garuda Taman Mini,-6.290154,106.88116,1,4/3/2023 6:27,P00016,BKN,-6.257751,106.87,2,4/3/2023 7:18,3500
ESJQ990H8Q22LV,emoney,Kawaya Oktaviani,M,2009,1T,Cibubur - Balai Kota,1,B00102P,Balai Kota 1,-6.180598,106.82847,0,4/3/2023 5:28,B00360P,Flyover Karet 2,-6.214808,106.81847,11,4/3/2023 6:09,20000
RIGQ092B1C22JU,dki,Karma Narpati,F,1994,JAK.47,Pasar Minggu - Ciganjur via KB Ragunan,1,B04331P,Sbr. SDN Cipedak 05,-6.354871,106.80112,46,4/3/2023 5:37,B05670P,Tanah Baru Cipedak,-6.363462,106.80684,50,4/3/2023 6:15,0
DLUY732C1F10IM,emoney,Luhung Hutapea,F,1981,1F,Stasiun Palmerah - Bundaran Senayan,0,P00218,Senayan JCC Arah Timur,-6.214145,106.809,4,4/3/2023 5:41,P00026,Bundaran Senayan,-6.227869,106.80094,6,4/3/2023 6:26,3500
AVII375J2K62NB,online,Eka Yolanda,M,1998,B21,Bekasi Timur - Cawang,1,B05560P,Superindo Bulak Kapal 2,-6.249488,107.02384,9,4/3/2023 5:34,B05622P,Taman Margahayu 2,-6.24846,107.02153,10,4/3/2023 5:58,3500
VIIH700Y7Q03PL,dki,Oliva Saefullah,F,1987,12C,Rusun Waduk Pluit - Penjaringan,0,B05405P,SPBU Gedong Panjang,-6.130757,106.80557,6,4/3/2023 6:49,B06658P,Kel. Penjaringan,-6.125396,106.80071,10,4/3/2023 7:20,0
ZULU908O5C48ME,dki,Irfan Damanik,M,1993,14,Jakarta International Stadium - Senen,1,B01745P,Jembatan Item,-6.130078,106.85492,13,4/3/2023 6:15,P00095,JIS,-6.126689,106.85587,14,4/3/2023 6:51,3500
NVJR689V9Y19TT,flazz,"Tgk. Puput Hartati, S.Psi",F,1982,2F,Rusun Cakung Barat - Pulo Gadung,1,B03267P,Rusun Cakung Barat Albo,-6.16751,106.93243,0,4/3/2023 5:52,B06150P,Pulo Jaya,-6.194979,106.92242,13,4/3/2023 6:51,0
BYPO952B8M23LM,dki,"Tgk. Joko Maryadi, M.Ak",M,1981,13C,Puri Beta - Dukuh Atas,0,P00136,Mayestik,-6.241921,106.79077,8,4/3/2023 5:59,P00200,Rawa Barat,-6.238947,106.81624,11,4/3/2023 6:25,3500
UMNC719B6F52LL,bni,"Galak Budiman, S.Pt",F,2008,1,Blok M - Kota,0,P00012,Bendungan Hilir,-6.217137,106.81528,6,4/3/2023 5:05,P00137,Monas,-6.176248,106.82286,13,4/3/2023 6:05,3500
IHDN076U2V99UG,dki,"Lasmanto Suwarno, S.Psi",M,1997,JAK.01,Tanjung Priok - Plumpang,1,B01059P,Jln. Flamboyan Berdikari,-6.120868,106.89439,0,4/3/2023 5:41,B01629P,Jln. Swasembada Barat V,-6.124938,106.88497,14,4/3/2023 6:02,0
MNQL870O6S91AP,brizzi,Drs. Betania Wahyuni,M,2010,JAK.120,JIS - Terminal Muara Angke,0,B04584P,Sbr. Waduk Pluit,-6.113824,106.79461,34,4/3/2023 6:43,B03323P,SD Diakonia 2,-6.112346,106.78905,36,4/3/2023 7:18,0
NZAY182R6T96VN,dki,"Jamalia Zulkarnain, S.Gz",F,1988,4B,Stasiun Manggarai - UI,0,B05874P,Warga,-6.273295,106.84656,28,4/3/2023 5:23,B05259P,SMAN 109,-6.344687,106.83351,44,4/3/2023 6:17,3500
JRBW741X3T33KW,brizzi,"Nadine Andriani, S.IP",M,1974,7C,Cibubur - BKN,0,B00248P,Cibubur Junction,-6.368735,106.89366,0,4/3/2023 5:40,P00016,BKN,-6.257751,106.87,1,4/3/2023 6:11,3500
PNHJ396O9J75XG,dki,"Ani Wasita, M.Pd",M,2004,8C,Kebayoran Lama - Tanah Abang,1,B01639P,Jln. Taman Kb. Sirih,-6.182295,106.81661,5,4/3/2023 5:12,B05264P,SMAN 24,-6.210598,106.79631,21,4/3/2023 5:35,3500
NHJE093C3H53DR,dki,dr. Raharja Prastuti,M,1991,JAK.85,Bintara - Cipinang Indah,1,B04097P,Sbr. Minimarket Pondok Kelapa,-6.228599,106.93531,32,4/3/2023 6:20,B02463P,Minimarket Pondok Kopi,-6.218369,106.93956,39,4/3/2023 6:47,0
OVAQ760H7C61IE,online,Wirda Yuliarti,M,1990,5,Matraman Baru - Ancol,0,P00224,Slamet Riyadi,-6.208533,106.85929,1,4/3/2023 5:00,,Budi Utomo,-6.166063,106.83906,9,4/3/2023 5:33,3500
TFBA876H9L48DY,dki,"KH. Argono Nashiruddin, S.Gz",M,1988,11N,Rusun Cipinang Muara - Jatinegara,0,B00922P,Jln. Bekasi Timur VI,-6.214956,106.87866,9,4/3/2023 5:06,B02603P,Ps. Enjo 1,-6.215023,106.87779,10,4/3/2023 5:39,0
CXLY791F0A96CY,dki,"drg. Usyi Halimah, S.E.",F,2004,JAK.10,Tanah Abang - Kota,1,B03278P,Rusun Karang Anyar,-6.153256,106.82748,20,4/3/2023 6:33,B00086P,AURI Jatibaru,-6.182985,106.81407,40,4/3/2023 7:24,0
FZGD727V6X43JZ,dki,Gatra Rahayu,M,1946,6V,Ragunan - Gelora Bung Karno,0,P00053,Duren Tiga,-6.252377,106.82697,8,4/3/2023 5:14,P00133,Masjid Agung,-6.236483,106.79845,13,4/3/2023 5:49,3500
DKJG081O7Q37WJ,brizzi,drg. Tantri Situmorang,F,1983,12,Tanjung Priok - Pluit,1,P00076,Gunung Sahari Mangga Dua,-6.136817,106.83237,8,4/3/2023 6:27,P00171,Permai Koja Arah Utara,-6.11413,106.89309,18,4/3/2023 7:15,3500
ZJTC474A5Y97DB,online,"Elvin Saragih, S.Ked",F,1991,JAK.36,Cilangkap - Cililitan,1,B02834P,Pintu 3 TMII,-6.305153,106.88853,12,4/3/2023 5:32,B04977P,Simpang Mabes Hankam Raya Ceger,-6.306299,106.88855,13,4/3/2023 5:55,0
VOOO363I4Q70OI,emoney,Elvina Hardiansyah,F,1991,2E,Rusun Rawa Bebek - Kodamar,1,B01901P,Kelapa Gading Utama,-6.176481,106.89487,4,4/3/2023 6:19,B06654P,Walikota Jakarta Timur 1,-6.212327,106.94515,23,4/3/2023 6:58,0
ESRV660T4A87LG,emoney,"KH. Cager Najmudin, S.IP",M,1976,JAK.115,Term. Tj. Priok - Pegangsaan II IGI,1,B06616P,Sbr. SPBU Tugu Selatan,-6.13436,106.91575,21,4/3/2023 6:43,B05217P,Simpang Waru Kramat Jaya,-6.118678,106.91659,29,4/3/2023 7:07,0
EPTW774I8X04SL,dki,"Baktianto Suartini, S.I.Kom",M,2002,JAK.14,Tanah Abang - Meruya,1,B04192P,Sbr. Perum Qoriyah Toyibah,-6.19777,106.75877,15,4/3/2023 5:02,B01586P,Jln. Sitrun,-6.197192,106.76696,19,4/3/2023 5:44,0
DRWG144J1O73RK,emoney,Keisha Prayoga,F,1982,JAK.20,Cawang UKI - Lubang Buaya,0,B02777P,Pertigaan Jengki Raya,-6.255038,106.87911,4,4/3/2023 6:32,B05244P,SMA Angkasa 2,-6.276218,106.88766,28,4/3/2023 7:13,0
BKKY164U1O32AK,dki,Gangsar Siregar,M,1996,2A,Pulo Gadung - Rawa Buaya via Balai Kota,1,P00195,Pulo Mas,-6.174736,106.89277,22,4/3/2023 6:11,P00192,Pulo Gadung 1,-6.183239,106.90907,24,4/3/2023 6:33,3500
FUMU752I1C08HI,flazz,"Harjaya Lazuardi, S.E.",F,1973,JAK.07,Tanah Abang - Grogol via Tawakal,1,B02505P,Museum Textile,-6.188656,106.80954,29,4/3/2023 6:35,P00083,Jak Lingko Tanah Abang,-6.185496,106.81105,31,4/3/2023 7:24,0
GTMQ047C5K28AQ,flazz,"Dr. Ilyas Lestari, M.Ak",F,1991,JAK.41,Kampung Melayu - Pulo Gadung,0,B03590P,Sbr. Gereja Kristen Jawa,-6.2014,106.88588,28,4/3/2023 6:28,B05479P,St. LRT Velodrome 3,-6.19151,106.89108,37,4/3/2023 7:00,0
FDNY628B9V97MV,online,"Cahyono Firmansyah, S.Pd",M,1992,M10,PGC 2 - Tanjung Priok,1,P00042,Cipinang Kebon Nanas,-6.231659,106.87637,16,4/3/2023 5:13,P00178,PGC 2,-6.2619,106.8657,21,4/3/2023 5:58,3500
SRLS290P0Y95NP,emoney,"Dr. Laswi Usamah, S.Ked",F,1959,7Q,Blok M - PGC,1,,Wolter Monginsidi,-6.238799,106.81376,26,4/3/2023 6:12,B01437P,Jln. Palatehan,-6.240057,106.800758,31,4/3/2023 6:42,3500
HXUH313N2A98AI,emoney,Niyaga Habibi,F,2006,JAK.86,Term. Rawamangun - Term. Manggarai,1,B06560P,Kel. Rawamangun,-6.199099,106.8808,19,4/3/2023 5:06,B03064P,Puskesmas Rawamangun,-6.197034,106.88839,24,4/3/2023 5:46,0
ZSFB694B8Z63VI,brizzi,Widya Nuraini,F,1994,M3,Kalideres - Bundaran HI via Veteran,1,P00237,Sumur Bor,-6.153046,106.71929,2,4/3/2023 6:15,P00074,Grogol 1,-6.166824,106.78971,10,4/3/2023 6:47,3500
TSLR223W4W45OA,emoney,Putu Sihombing,M,1995,8A,Jelambar - Juanda,0,P00176,Petojo,-6.169984,106.81698,5,4/3/2023 6:54,P00097,Juanda,-6.168048,106.83089,7,4/3/2023 7:24,3500
IMBZ752A4M49RR,dki,"H. Yahya Handayani, S.I.Kom",F,1994,1E,Pondok Labu - Blok M,0,B03626P,Sbr. ITC Fatmawati,-6.26343,106.7969,16,4/3/2023 6:29,B02860P,Plaza Blok M,-6.244978,106.79752,20,4/3/2023 7:16,3500
MGKL991J8F92EL,dki,Nasab Megantara,F,1997,3A,Rusun Pesakih - Kalideres,1,B01798P,Kalideres 1,-6.154249,106.70544,0,4/3/2023 6:43,,Pertamina Kalideres Daan Mogot,-6.15571,106.70927,2,4/3/2023 7:20,0
IWEH403G6J82OS,bni,Estiawan Hastuti,M,2008,M7B,BKN - Blok M,1,B02114P,Lapangan Blok S,-6.237011,106.81421,6,4/3/2023 5:20,B00290P,Dammara,-6.25419,106.83146,18,4/3/2023 6:08,
RNAS183Z1Z12QM,emoney,Elisa Samosir,F,1996,5D,PGC 1 - Ancol,1,P00297,BNN LRT,-6.245863,106.871143,19,4/3/2023 6:12,P00178,PGC 2,-6.2619,106.8657,22,4/3/2023 6:51,3500
VPSY493S9U39DR,online,Luwar Prabowo,M,1966,JAK.07,Tanah Abang - Grogol via Tawakal,0,B01293P,Jln. Kota Bambu Raya,-6.186802,106.80783,23,4/3/2023 5:54,B01919P,Kel. Jati Pulo,-6.175757,106.80318,35,4/3/2023 6:44,0
OASG298R9R39YK,dki,Hafshah Laksmiwati,F,1999,1M,Meruya - Blok M,0,B01012P,Jln. Cipulir 1,-6.237267,106.7754,32,4/3/2023 6:35,P00045,CSW 2,-6.239861,106.79783,40,4/3/2023 7:34,3500
YMGM222A1P05IS,dki,Darimin Mardhiyah,F,1981,2E,Rusun Rawa Bebek - Kodamar,0,B06665P,Pengadilan Negeri Jaktim 2,-6.212604,106.94082,3,4/3/2023 5:47,B05200P,Simpang Tiga 1,-6.210708,106.93903,6,4/3/2023 6:10,0
NPIQ538R0G28HS,online,Balapati Gunarto,M,1977,9F,Rusun Tambora - Pluit,0,P00090,Jembatan Dua,-6.143279,106.79352,5,4/3/2023 5:49,P00181,Pluit,-6.115795,106.79037,8,4/3/2023 6:36,0
KMGZ282X0W07TF,online,Cahyono Mustofa,M,1984,11Q,Kampung Melayu - Pulo Gebang via BKT,1,B02615P,Ps. Inpres Cipinang Besar,-6.22645,106.88078,5,4/3/2023 5:35,B05581P,Taman Buaran Indah,-6.216979,106.92356,22,4/3/2023 6:15,3500
KAGY982E0G63WU,dki,Aurora Nasyiah,M,1991,M4,Pulo Gadung 2 - Dukuh Atas 2,1,P00269,Velodrome,-6.193468,106.8883,5,4/3/2023 6:32,P00052,Dukuh Atas 2,-6.203276,106.82377,15,4/3/2023 7:20,3500
BUDJ602J8I77KB,dki,Zelda Kuswoyo,M,2002,9H,Blok M - Universitas Indonesia,1,B05408P,SPBU Jln. Guru,-6.318164,106.83745,35,4/3/2023 5:59,B05266P,SMAN 38,-6.336201,106.83579,41,4/3/2023 6:26,3500
KLGQ685S6S27LR,flazz,"Azalea Setiawan, S.E.",F,2007,10D,Kampung Rambutan - Tanjung Priok,0,P00036,Cempaka Putih,-6.174207,106.87642,8,4/3/2023 5:36,P00153,Pasar Induk Kramat Jati,-6.294215,106.87203,13,4/3/2023 6:01,3500
FTGZ177C9F39DV,dki,"Dr. Luthfi Sihombing, M.TI.",F,1998,13D,Puri Beta - Ragunan,1,P00053,Duren Tiga,-6.252377,106.82697,8,4/3/2023 6:54,P00106,Kebayoran Lama,-6.23834,106.77752,16,4/3/2023 7:28,3500
WWNZ239E2U71YZ,dki,"dr. Laswi Pranowo, S.Pd",F,2012,5N,Kampung Melayu - Ragunan,1,B01846P,Kav Polri Blok E Jagakarsa,-6.314309,106.81633,11,4/3/2023 6:04,B03752P,Sbr. Jln. Kemang Timur XVII,-6.268951,106.82394,32,4/3/2023 6:42,3500
FIFR189E4T94CM,emoney,Kambali Mandasari,F,2005,JAK.49,Lebak Bulus - Cipulir,0,B01397P,Jln. Metro Duta 1,-6.283107,106.78028,47,4/3/2023 5:49,B06650P,Jln. Lebak Bulus Raya,-6.289748,106.770854,51,4/3/2023 6:36,0
OQPW261C9P13AZ,emoney,Viktor Zulkarnain,M,1987,JIS3,Harmoni - Jakarta International Stadium,1,P00161,Pecenongan,-6.16771,106.82819,6,4/3/2023 5:53,B05550P,Sunter Icon,-6.135417,106.85589,12,4/3/2023 6:44,3500
MMPM755Y9P33YQ,dki,Ibun Kusumo,F,1967,9D,Pasar Minggu - Tanah Abang,0,B00101P,Balai Kartini,-6.234791,106.82457,22,4/3/2023 5:48,B02532P,Nifarro Park,-6.263007,106.84332,36,4/3/2023 6:15,3500
VIEN644M4Y22JQ,flazz,"H. Aswani Megantara, M.M.",M,2008,1P,Senen - Blok M,1,B01969P,Kementerian Pariwisata,-6.1795,106.82255,19,4/3/2023 5:07,B02476P,Monas 2,-6.175999,106.82311,21,4/3/2023 6:01,3500
MCRU709P0B56NX,brizzi,Murti Kurniawan,M,2010,6T,Pasar Minggu - Velbak,0,B05210P,Simpang Tunda Bara TB Simatupang,-6.292612,106.7987,17,4/3/2023 5:29,B04790P,Simpang Darmawangsa X,-6.257555,106.80048,32,4/3/2023 6:09,3500
ZWFT415T9A11PB,dki,Artanto Manullang,M,1987,JAK.26,Rawamangun - Duren Sawit,0,,Gg. Subuh,-6.211257,106.89058,32,4/3/2023 6:49,B04776P,Simpang Cipinang Kebembem 1,-6.207671,106.88522,40,4/3/2023 7:40,0
QKHF317K0M20FY,dki,Puti Siregar,M,1976,11P,Rusun Pondok Bambu - Walikota Jakarta Timur,0,B03289P,Rusun Pondok Bambu,-6.241583,106.91085,0,4/3/2023 6:07,B02307P,Masjid Jami Al Barkah 1,-6.229411,106.91212,5,4/3/2023 6:40,0
HJVJ441W7K25YC,bni,"Gamblang Pradipta, M.Farm",M,2004,5F,Kampung Melayu - Tanah Abang,0,B05423P,Viva Futsal,-6.218724,106.81944,17,4/3/2023 6:47,B01974P,Kesatrian Kowal Cut Nyak Dhien,-6.194307,106.81436,24,4/3/2023 7:46,3500
DCSF768M9T15VI,dki,Rina Saragih,M,1984,JAK.73,Jambore Cibubur - Pasar Rebo,1,B00606P,Gelanggang Remaja Ciracas,-6.33946,106.88226,20,4/3/2023 5:27,B01020P,Jln. Dahlia KDW,-6.348905,106.88437,53,4/3/2023 6:06,0
QWZD161N6O38NX,bni,Daliono Adriansyah,F,2012,12,Tanjung Priok - Pluit,0,P00131,Mangga Dua,-6.136148,106.82597,13,4/3/2023 6:27,P00098,Kali Besar Barat,-6.135355,106.81143,15,4/3/2023 7:23,3500
FCGU527E9L73OT,dki,"Drs. Iriana Lazuardi, S.Pt",F,1981,JAK.32,Lebak Bulus - Petukangan,1,B04560P,Sbr. TK Tunas Harapan,-6.232157,106.75153,12,4/3/2023 5:07,B05135P,Simpang Sabar Raya Petukangan 2,-6.236966,106.7526,19,4/3/2023 6:02,0
KKPV811K6H59ZY,dki,Balangga Permadi,F,2011,3F,Kalideres - Gelora Bung Karno,0,P00050,Dispenda Samsat Barat,-6.154634,106.7381,11,4/3/2023 6:15,,,,,,,3500
EXXT338K3R42NW,dki,H. Jagaraga Prastuti,F,1967,JAK.50,Kalideres - Puri Kembangan,0,B05499P,St. Rawa Buaya,-6.163471,106.72374,31,4/3/2023 6:25,B02939P,Pool Blue Bird Puri 2,-6.160742,106.72685,34,4/3/2023 6:57,0
DMOC676Z0X94JW,flazz,"KH. Paiman Maheswara, S.I.Kom",M,1969,7D,Pancoran - Kampung Rambutan,0,P00018,BNN Arah Barat,-6.24651,106.87318,8,4/3/2023 5:05,P00145,Pancoran Tugu Arah Barat,-6.2433,106.84388,13,4/3/2023 5:55,3500
SIPU776W8H61ST,dki,Dr. Juli Megantara,M,1984,2P,Gondangdia - Senen,1,B00285P,Cut Meutia,-6.187542,106.83294,25,4/3/2023 6:19,B06053P,Selatan St. Gondangdia,-6.187059,106.8329,26,4/3/2023 6:56,3500
MKEZ057X9X58IV,emoney,Gandi Salahudin,F,1990,JAK.29,Tanjung Priok - Sukapura,1,B03211P,RSUD Koja,-6.108205,106.89982,7,4/3/2023 6:52,B05577P,Taman Barito Sembar,-6.132105,106.92023,32,4/3/2023 7:25,0
CGLW420M1F93GK,dki,Devi Pangestu,M,1994,3C,Rusun Kapuk Muara - Penjaringan,0,B03277P,Rusun Kapuk Muara,-6.135667,106.76299,0,4/3/2023 5:11,P00170,Penjaringan,-6.126306,106.79203,1,4/3/2023 5:38,0
WFVC738E7S60SH,dki,"Karimah Pangestu, S.Kom",M,1968,JAK.48A,Stasiun Tebet - Rusun Karet Tengsin,1,B05695P,Telkom Tebet,-6.224064,106.8516,21,4/3/2023 5:24,B02320P,Masjid Jami Al Mamur Bukit Duri,-6.225059,106.85606,23,4/3/2023 5:54,
